id.rownames	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	ensembl_gene_id	mgi_symbol	gene_biotype
ENSRNOG00000036318	209.3412047	-0.355058145	0.129411133	-2.743644514	0.00607613	0.158053474	ENSRNOG00000036318		miRNA
ENSRNOG00000001867	880.9116009	-0.165933527	0.060596249	-2.73834652	0.006174898	0.158955369	ENSRNOG00000001867		protein_coding
ENSRNOG00000045926	636.9324053	-0.213988736	0.078194505	-2.736621159	0.006207373	0.159479881	ENSRNOG00000045926		protein_coding
ENSRNOG00000025625	1252.235127	-1.052503445	0.385267115	-2.731879789	0.006297411	0.161478369	ENSRNOG00000025625		protein_coding
ENSRNOG00000002585	1160.092424	-0.238265204	0.087690664	-2.717110289	0.006585466	0.167024091	ENSRNOG00000002585		protein_coding
ENSRNOG00000008156	682.3981492	-0.233216884	0.085848569	-2.716607703	0.006595473	0.167024091	ENSRNOG00000008156		protein_coding
ENSRNOG00000003174	1168.572968	-0.245304222	0.090462138	-2.711678374	0.006694351	0.169025956	ENSRNOG00000003174		protein_coding
ENSRNOG00000008116	386.024894	-0.381630868	0.141018351	-2.706249681	0.006804786	0.171158554	ENSRNOG00000008116		protein_coding
ENSRNOG00000011263	422.8754086	-0.340586382	0.126038817	-2.702234044	0.006887526	0.1722535	ENSRNOG00000011263		protein_coding
ENSRNOG00000008626	929.5755787	-0.356814637	0.132145639	-2.70016203	0.006930571	0.173001762	ENSRNOG00000008626		protein_coding
ENSRNOG00000042576	188.7017665	-0.576971477	0.213859224	-2.697903158	0.006977774	0.173522748	ENSRNOG00000042576		protein_coding
ENSRNOG00000001992	1810.232282	-0.184070136	0.068466804	-2.688458127	0.007178284	0.178172844	ENSRNOG00000001992		protein_coding
ENSRNOG00000054524	64.68607255	-0.825567566	0.307573247	-2.684133207	0.007271813	0.179817056	ENSRNOG00000054524		protein_coding
ENSRNOG00000007377	542.686	-0.360957811	0.134534452	-2.683013953	0.007296195	0.180082107	ENSRNOG00000007377		protein_coding
ENSRNOG00000021815	1218.775939	-0.134956563	0.050354569	-2.680125492	0.007359456	0.180944898	ENSRNOG00000021815		protein_coding
ENSRNOG00000007546	2382.279695	-0.216004666	0.080619708	-2.679303513	0.007377549	0.180944898	ENSRNOG00000007546		protein_coding
ENSRNOG00000057649	66.15784954	-0.552912766	0.207043564	-2.67051414	0.007573518	0.183732501	ENSRNOG00000057649		protein_coding
ENSRNOG00000037661	349.1078242	-0.318538182	0.119225106	-2.671737468	0.007545966	0.183732501	ENSRNOG00000037661		protein_coding
ENSRNOG00000015508	750.7720984	-0.18573996	0.069565441	-2.67000336	0.007585049	0.183732501	ENSRNOG00000015508		protein_coding
ENSRNOG00000024140	755.520576	-0.227451588	0.085232757	-2.668593571	0.007616956	0.183732501	ENSRNOG00000024140		protein_coding
ENSRNOG00000042355	447.3609205	-0.322705068	0.120771907	-2.672020971	0.007539594	0.183732501	ENSRNOG00000042355		protein_coding
ENSRNOG00000051615	3584.469732	-0.180833543	0.067699192	-2.671132971	0.007559569	0.183732501	ENSRNOG00000051615		protein_coding
ENSRNOG00000000485	1576.886016	-0.338109153	0.126836117	-2.665716681	0.007682441	0.184434549	ENSRNOG00000000485		protein_coding
ENSRNOG00000049028	101.6649254	-0.487024792	0.183363443	-2.656062643	0.007905893	0.185930771	ENSRNOG00000049028		protein_coding
