Ensembl_GeneID	Entrez_GeneID	HGNC_GeneSymbol	Inhi_GeneExpression_log2FPKM	Prec_GeneExpression_log2FPKM	ScrInhi_GeneExpression_log2FPKM	ScrPrec_GeneExpression_log2FPKM
ENSRNOG00000037645	680319	Tceal7	2.63457824644114	2.69463658640377	2.83297951430393	2.96383294123712
ENSRNOG00000037647	499474	Ostm1	3.91399566040549	3.91755678772187	3.85283680037575	3.85770134224663
ENSRNOG00000033942	24409	Grin2a	0.0255925288693511	0	0.0323205375182973	0.01649196179904
ENSRNOG00000033940	64124	Adgrl4	0.158454277399715	0.170323234221076	0.131415651667955	0.198458770213668
ENSRNOG00000052979	503269	Rab17	0.138879019312119	0.441425742075463	0.171468756738929	0.12393123902848
ENSRNOG00000052978	103690258	Olr1059	0	0	0	0
ENSRNOG00000052977	103690033	LOC103690033	4.26464419674957	4.14807874969536	4.25418357813945	4.22411179179019
ENSRNOG00000052973	100910304	LOC100910304	0	0	0	0
ENSRNOG00000052972	293603	Olr305	0	0	0	0
ENSRNOG00000047643	405040	Olr306	0	0	0	0
ENSRNOG00000003443	304666	Klf1	0.0303760227361332	0	0.0731639007503643	0.0387450079909785
ENSRNOG00000003442	29290	Adora1	2.20780462973765	2.10956479038785	2.14786597682949	2.13469197250759
ENSRNOG00000047647	25704	Il2ra	0.0472830192524328	0.0274846694087876	0.0486322953837426	0.0460812718092129
ENSRNOG00000047649	684107	LOC684107	0	0	0	0
ENSRNOG00000018615	681185	Cenph	4.57820739508582	4.68196583034209	4.69634704805194	4.78060582761045
ENSRNOG00000018616	361505	Cdc42ep5	4.57872437006836	4.55285425266492	4.65109232375847	4.70066752157458
ENSRNOG00000018610	363272	Pde6d	4.31476676030005	4.4119428093736	4.41957644249686	4.40314989642023
ENSRNOG00000018611	29268	Tpsb2	0	0	0	0
ENSRNOG00000018613	501100	Crip3	0	0	0	0
ENSRNOG00000009209	306147	Slitrk1	0	0	0	0
ENSRNOG00000048199	100910336	Rps19l2	8.07976484793953	8.30354178338894	8.20045662406115	8.29943976881152
ENSRNOG00000048193	100910795	LOC100910795	3.53972192815406	3.70932953745156	3.58446765751837	3.66903871245772
ENSRNOG00000048190	681433	Rgmb	2.86084501159275	2.75263608741971	2.88879068485893	2.83740272824698
ENSRNOG00000048197	679802	Saxo1	0	0	0	0
ENSRNOG00000048194	100912380	LOC100912380	6.36728504577913	6.38142589829805	6.33259141253936	6.35280476619296
ENSRNOG00000048195	682978	Nudt13	2.01629127787579	1.92272504256324	1.8557103187468	1.86803343735316
ENSRNOG00000040346	100314113	Mir671	0.566311833863053	0.567816723664353	0.584951486766048	0.505824939863268
ENSRNOG00000008242	366990	RGD1305207	0	0	0	0
ENSRNOG00000008243	311168	Slc43a1	2.3532177710031	2.19718556878699	2.30059109720665	2.30368684065046
ENSRNOG00000007212	404783	Hyal4	0	0	0	0
ENSRNOG00000007213	313047	Yars1	6.06031134607931	5.92309314360825	6.00060330232601	5.99732161135059
ENSRNOG00000007214	298282	Oma1	2.53554691632864	2.49744513611842	2.6922710630258	2.59189122626511
ENSRNOG00000008247	314730	Ikbip	5.17714361144848	5.15998543445332	5.19498660967957	5.1315786412621
ENSRNOG00000008244	690035	LOC690035	1.99926137761743	2.05871055482646	2.03319846751385	2.03694855685364
ENSRNOG00000007218	497901	Leap2	0	0	0.231023013842574	0
ENSRNOG00000007219	103692716	LOC103692716	7.69504396069432	7.71132879519507	7.73480997803718	7.63734741759705
ENSRNOG00000008249	100910898	Brms1l	2.46651887009651	2.95629321134979	2.77466578197873	2.70899619107283
ENSRNOG00000046594	100911734	LOC100911734	3.50901948627235	3.57754535585292	3.51979902230143	3.44445262475021
ENSRNOG00000046596	405932	Olr365	0	0	0	0
ENSRNOG00000046599	307917	Klhdc4	0	0	0	0
ENSRNOG00000005787	297698	Erp27	0.0877646548733032	0	0	0
ENSRNOG00000052357	25446	Fosl2	3.37209280453386	3.1425416017644	3.10510796239559	3.16286653376227
ENSRNOG00000052354	361034	Arhgef40	4.0627429912558	3.99465826802401	4.01146386645609	3.91578746117596
ENSRNOG00000014969	365468	Lzts2	4.5979882345072	4.64269195843701	4.5348583740763	4.53679905143569
ENSRNOG00000014963	260326	Adgrg1	4.29050120136539	4.34056935483152	4.20315011371887	4.18217740904459
ENSRNOG00000014960	64557	Bard1	2.82625114155538	2.78093523139772	2.92359176481755	2.83835739928996
ENSRNOG00000014961	54320	Pdpn	5.55672196016643	5.72861850111359	5.59346128695028	5.60083066059748
ENSRNOG00000014966	690000	LOC690000	4.11581597115454	3.53774631854599	4.03234603055156	3.80466180838531
ENSRNOG00000014964	24464	Hp	0.541765023186404	0.572382695728942	0.533315641505965	0.526134587073972
ENSRNOG00000014965	404641	Mas1l	0.0332931824199309	0	0.0175229511996212	0
ENSRNOG00000039971	498690	Ctla2a	1.83836746352209	2.02608167726093	2.04849384685874	2.08960510670592
ENSRNOG00000039975	64509	Tpbpa	0	0	0	0
ENSRNOG00000039976	301242	Ptk7	5.00421710506202	5.18701873879874	4.8929250167201	4.9218239249263
ENSRNOG00000020107	301535	Stk11ip	2.30833226450373	2.26088661533376	2.18629933997175	2.18211452999164
ENSRNOG00000020106	25572	Tnfrsf4	0.065553921210765	0.211042229085998	0.214678026930785	0.08998048965145
ENSRNOG00000020105	316624	Klhl30	4.51371307961225	4.74155647185676	4.44613150118188	4.54643736713289
ENSRNOG00000020103	364841	Pcdhb1	0	0	0	0
ENSRNOG00000020102	361532	Sirt2	4.36157948217705	4.63258450507663	4.53463561308325	4.50572600618774
ENSRNOG00000013468	362676	Prxl2b	3.11484491649898	3.33034102867564	3.00752980322163	3.02524720528446
ENSRNOG00000013469	100362805	Txndc5	7.1975538328878	6.95928436075028	7.15954605395538	7.15086836921879
ENSRNOG00000013464	24833	Spink1	0	0	0	0
ENSRNOG00000013465	291850	Tepp	0	0	0.038076429885444	0
ENSRNOG00000013463	25472	Kcnj8	1.70063881495674	1.33493447477646	1.56162894684385	1.51836484499011
ENSRNOG00000013460	291849	Zfp319	2.18940330549942	2.03286399598001	2.00416373084077	2.15478815987989
ENSRNOG00000013461	84014	Ralbp1	4.25448374067254	4.35345816891557	4.25474558397945	4.31394649627967
ENSRNOG00000053756	100909878	Rps15al4	6.66191919753113	6.71081274576441	6.75926623101692	6.79255325898015
ENSRNOG00000036896	641642	Defb27	0	0	0	0
ENSRNOG00000036897	641632	Defb24	0	0	0	0
ENSRNOG00000036894	287661	Cisd3	4.55114688336827	4.74243011618488	4.54556609711756	4.70648077948579
ENSRNOG00000036895	641644	Defb25	0	0	0	0
ENSRNOG00000057458	499873	Oip5	2.76180366097219	2.90528731421237	2.88139906992621	2.82894971181609
ENSRNOG00000057456	102546683	LOC102546683	0	0	0	0
ENSRNOG00000057454	100360390	Cldn25	0	0	0	0
ENSRNOG00000057453	100314136	Mir293	0	0	0	0
ENSRNOG00000057451	315346	Itga5	6.3208960041364	6.40169033183425	6.29130438945408	6.28271093819905
ENSRNOG00000042455	362604	Tlr12	0	0	0	0
ENSRNOG00000042451	289402	Ddx59	2.90190485656111	2.79101600413828	2.93881927490826	2.92058207261382
ENSRNOG00000027459	308366	Zbtb45	2.85549621167064	2.80873234512306	2.90641590120256	2.85330371797411
ENSRNOG00000027455	313551	RGD1564804	3.18627173158038	3.26691258249477	3.14845829532799	3.19156001085102
ENSRNOG00000027456	293693	Cdc42bpg	1.85958922926146	1.99650080883352	1.82392462120615	1.9089095601847
ENSRNOG00000050229	102550314	LOC102550314	0.0148579537077557	0.0139238301425107	0	0
ENSRNOG00000050221	296022	Olr769	0	0	0	0
ENSRNOG00000050220	60391	Nrxn1	0.0176813246004284	0.00334386385782818	0.00373009869988011	0.00734212769335493
ENSRNOG00000050223	100911794	LOC108348044	1.61712864118676	1.77500370182765	1.35420299443839	1.64302366788952
ENSRNOG00000050224	687696	Stambpl1	3.55969373438287	3.24416359546412	3.4120402828113	3.50649456067887
ENSRNOG00000033772	361241	Serpinb9	7.19842551672441	6.69282152325275	6.9923751252368	6.53733162488828
ENSRNOG00000026458	303830	Tbccd1	2.48379710013463	2.44718622693455	2.62763298627232	2.47597688601524
ENSRNOG00000004781	25415	Crmp1	0.81458673108172	1.0930342960344	0.886755939702095	0.83772918903305
ENSRNOG00000054900	315915	Pih1d3	0	0	0	0
ENSRNOG00000054901	295602	Rif1	2.87703456732547	2.75546284629888	2.85777497212482	2.7749055807195
ENSRNOG00000054902	89821	Trpc1	1.90659396248162	1.91780143311412	1.96643712793624	1.92625088523541
ENSRNOG00000017392	54250	Fgf2	2.06429061413324	2.31790082504133	1.89942615716401	1.95136320083186
ENSRNOG00000017395	79107	Duox2	0.0237945544616864	0	0.00834808529227062	0
ENSRNOG00000017396	294079	Marchf5	5.85676870238496	5.76307585288983	5.83871028697216	5.80717806502534
ENSRNOG00000017397	361176	Upf3a	4.47028921257935	4.5964983306186	4.42549760651113	4.44152410722166
ENSRNOG00000059507	311862	Lamc3	0	0	0	0
ENSRNOG00000015701	306873	Rreb1	2.25440147930251	2.15466867344999	2.17766596556307	2.15551079541451
ENSRNOG00000059500	246060	Cdkn1c	1.38045796157982	1.58200488348832	1.41794332005997	1.53591328638297
ENSRNOG00000050658	25007	Tacr2	0	0	0	0
ENSRNOG00000004789	305076	Utp25	3.27319735633997	3.27597558403095	3.3397732885353	3.29567328535457
ENSRNOG00000010286	25403	Cast	5.25216471423818	5.2961178244962	5.34695741823892	5.32368252488586
ENSRNOG00000010284	83505	St3gal5	4.76506382618485	4.92561988518018	4.85607387695214	4.91305865483127
ENSRNOG00000010283	25660	Cd28	0.758370492169706	0.947794427831559	0.694426326725782	0.728419399583917
ENSRNOG00000010282	59115	Ninj2	0.209720547458093	0.111048901241554	0.202594222967408	0.183895242868167
ENSRNOG00000010280	309962	Pde8b	0	0	0	0
ENSRNOG00000005009	497944	Zfp3	1.73648779687317	1.7159657653203	1.70775854830567	1.6851658393354
ENSRNOG00000047656	367562	Gaa	4.57741603033983	4.3836588064625	4.59607889189822	4.526409978195
ENSRNOG00000047657	24233	C4a	0.450176642614313	0.0509943236362126	0.316172902997278	0.160873756799631
ENSRNOG00000047651	103690160	LOC103690160	0	0	0	0
ENSRNOG00000031743	171164	Gbp2	7.82862146868223	5.80061488336634	7.21519760708943	6.32806742334343
ENSRNOG00000031966	404967	Olr1501	0	0	0	0.0126483935236351
ENSRNOG00000047653	25421	Crybb1	0	0.395983868067051	0	0
ENSRNOG00000061064	102548031		0	0	0	0
ENSRNOG00000005006	296086	Ndufaf1	3.77939552314971	3.8419635545586	3.86170556412172	3.85329390906316
ENSRNOG00000014153	499615	Lhfpl6	6.6348194291881	6.89420394797806	6.6606973684263	6.71402576634716
ENSRNOG00000014152	65199	Kcnip3	0.433280699017387	0.576237805340128	0.571907786650023	0.602656091156437
ENSRNOG00000014156	296564	Fut7	0.0674988442651647	0.0302642289331778	0.0810949431368333	0.0560315852994509
ENSRNOG00000014155	295053	Spart	3.41063544997883	3.43369840851634	3.43049985143471	3.418158336278
ENSRNOG00000014154	310612	Ilf2	5.29261272635586	5.3438296867053	5.2856652627822	5.32233771587811
ENSRNOG00000010868	266976	Rims4	0.0884257637365441	0	0	0
ENSRNOG00000010861	309532	Atad1	5.14356112497048	4.98949432992348	5.13701086595816	5.09882464084287
ENSRNOG00000010867	498394	Msantd1	0.131099616094716	0.0842194666929222	0.0879521571203029	0.0954776784417707
ENSRNOG00000010866	361972	Tmem154	0.402619570130565	0.0980089639742979	0.134666231161227	0.14063113318771
ENSRNOG00000016429	24418	Grm5	0	0	0	0
ENSRNOG00000016427	305457	Letm1	5.13146129149609	5.16549316677838	5.07053623360112	5.08593968278483
ENSRNOG00000016421	308800	Tyr	0	0.00774842380731848	0	0
ENSRNOG00000016420	364705	Serpinb6b	2.00378859284433	2.46510795861418	2.03255512599358	1.7819204489155
ENSRNOG00000016423	306562	Tacc1	3.63938688276102	3.65794175412881	3.65097317204441	3.61748675249255
ENSRNOG00000016422	498957	Klhl36	1.26367001640595	1.1362234433343	1.15270633626989	1.1643430477211
ENSRNOG00000060338	24538	Lipc	0	0	0	0
ENSRNOG00000060334	364883	Cdx1	0	0	0	0
ENSRNOG00000060335	114520	Strn3	4.95523820009104	5.08808878876685	4.96560907924328	4.91598805029273
ENSRNOG00000060337	316098	Exosc7	4.63644895325833	4.58641456814416	4.54441998671795	4.58742084500361
ENSRNOG00000022247	361128	Nr2c2ap	4.26636782584064	4.3649192808029	4.2988251565889	4.25168808517125
ENSRNOG00000022244	405993	Olr1462	0.0467482467473055	0.0472198396716241	0.0741974966734386	0.0491708090708045
ENSRNOG00000022245	500941	Msantd4	4.46108984915558	4.4782507497566	4.53349270961345	4.50375042390692
ENSRNOG00000022242	246759	Cxcl9	0.173193412604019	0.0900260667691949	0.149887738971214	0
ENSRNOG00000019252	170925	Slco6b1	0	0	0	0
ENSRNOG00000022248	494223	Fbxl16	0.798883000356909	1.01262065016101	0.633461177877804	0.897949416666105
ENSRNOG00000022249	361285	Mllt10	2.98522202955814	3.02617064124255	2.99290197288916	2.93001234459672
ENSRNOG00000007879	317589	Stk26	0.850151930010762	0.814896550461516	0.963641204832625	0.89297375123283
ENSRNOG00000022863	499668	Lingo4	0.100842575020612	0.121937255501324	0	0.0145637959222519
ENSRNOG00000022860	499779	Swi5	7.18207275683739	7.28144050373423	7.28316998980419	7.29542155324643
ENSRNOG00000022868	296102	Ell3	0.158572698676396	0.0940091675888996	0.111855374202099	0.0846815616443077
ENSRNOG00000061883	65054	Aqp9	0	0	0	0
ENSRNOG00000030830	299613	Mex3d	3.43681506032943	3.60884858786448	3.45879492213187	3.53361029806445
ENSRNOG00000049919	691670	LOC691670	0	0	0	0
ENSRNOG00000001436	56010	Ywhag	7.11017329140581	7.09980320565371	7.05307882191864	7.06062243746932
ENSRNOG00000009979	58922	Sebox	0	0	0	0
ENSRNOG00000009977	313591	Thrap3	6.00790411994076	5.95804903136817	5.92335618518184	5.95609588840011
ENSRNOG00000009974	29309	Coq3	4.55314247960094	4.57224965186666	4.55617441917916	4.62304472739012
ENSRNOG00000009972	24705	Rara	3.5805733767494	3.61467853320426	3.46706540879106	3.57130039334485
ENSRNOG00000009971	500132	Plekha8	2.06838272388524	2.0701366813563	1.98141837440483	1.98776051924352
ENSRNOG00000053250	310587	Hrnr	0	0	0	0
ENSRNOG00000053256	100910719	Olr1292	0	0	0	0
ENSRNOG00000053258	246274	Faim2	0	0	0	0
ENSRNOG00000004834	360661	Llgl2	2.80376194244198	2.87291369561587	2.70224677143892	2.74896741637422
ENSRNOG00000004837	316101	Limd1	3.89615717643286	3.71178799169829	3.81087888527464	3.75326578874664
ENSRNOG00000004831	366980	Arid2	3.14829452935546	3.08244271469829	3.05744942335327	3.04849878542919
ENSRNOG00000004839	64828	B4galnt1	0.212837847152285	0.23079599128294	0.253449960310899	0.233806095598758
ENSRNOG00000009358	313085	Osgin2	2.37370844894985	2.51050648810681	2.60132272465695	2.37875007600683
ENSRNOG00000009351	363707	Srp68	5.30624624272694	5.25586288967029	5.21563273041161	5.20287506884456
ENSRNOG00000009350	192247	Sez6	0.0172429748598319	0	0	0.0117864527935912
ENSRNOG00000009355	83525	Ogfr	6.14752121493707	5.61825406069201	5.91925733012799	5.73867437102037
ENSRNOG00000009354	499745	Nrarp	0.491372217606113	0.553605679409608	0.377766313994191	0.414714066839099
ENSRNOG00000013419	300723	Hykk	0.609606206656804	0.439047273073198	0.541752168363584	0.549364902701344
ENSRNOG00000025189	304928	Mettl18	2.52574853860715	2.58082089036724	2.47951498609541	2.6554405889377
ENSRNOG00000007227	360617	Mien1	4.01657885582506	4.30700464614196	4.03496989906352	4.17881811752107
ENSRNOG00000061989	100910054	Nkrf	0.993876316548883	1.4046917836758	1.50172545867359	1.10501959853451
ENSRNOG00000023384	641641	Defb20	0	0	0	0
ENSRNOG00000023385	363248	Rpl37a	8.38323316411334	8.50905062641334	8.44220792052706	8.54552098318969
ENSRNOG00000023386	103690018	LOC103690018	4.96926195684767	5.01085068695209	5.03904431494296	5.02001771509391
ENSRNOG00000023387	100912599	LOC100912599	6.30997957579634	6.49252806967613	6.37935437887387	6.44691860240309
ENSRNOG00000023381	497959	Proca1	0.351440178718503	0.255176994040242	0.376121122269168	0.32133025596559
ENSRNOG00000023383	317335	Ddx3x	7.17795933797508	7.1247321954503	7.18160436763285	7.12736728965046
ENSRNOG00000026150	353228	Zar1	0	0	0	0
ENSRNOG00000023389	289440	Ephx4	0.109459874182245	0	0.0566495245317607	0.0200146675018102
ENSRNOG00000048358	102553010	LOC102553010	0	0	0	0
ENSRNOG00000048359	641645	Defb15	0	0	0	0
ENSRNOG00000019109	307806	Thap11	3.67685756322756	3.58707307957703	3.65034540199349	3.66550873227056
ENSRNOG00000019108	306734	Rmi1	3.90349209587467	3.85812982865347	3.93306748419414	3.88280642910734
ENSRNOG00000019107	301444	LOC301444	0.441171281042279	0.240113389871222	0.170897742352452	0.559791673889419
ENSRNOG00000019106	29286	Rps17	9.77501761373643	9.93436902758389	9.88779249277884	9.95445111378934
ENSRNOG00000019105	315758	Dpp8	4.998157376684	4.94073339702289	4.99726952330929	4.91852285314843
ENSRNOG00000048353	619476	Apeg3	0.0706298868316736	0	0	0
ENSRNOG00000019103	293485	Cln3	2.21363629012729	2.24654980168929	2.1506185977769	2.24268963165652
ENSRNOG00000048356	294066	RGD1308750	3.32901292553224	3.2805076515407	3.25486949125169	3.3012056790539
ENSRNOG00000019100	171529	Kif2c	4.29652642061347	4.19121092236159	4.23429644104526	4.34917553755657
ENSRNOG00000004303	25358	Timp3	5.77944468349158	6.1018332873248	5.74697708854128	5.73347334559713
ENSRNOG00000004302	24616	Pah	0	0	0	0
ENSRNOG00000004301	362902	Dcaf13	4.96124308306772	4.96385509439072	5.03275509883254	5.0671325180339
ENSRNOG00000004300	83830	Gtf2a1	2.86932227641656	2.79748317287501	2.92277474058828	2.83760047619273
ENSRNOG00000004307	304884	Tor3a	5.19865659739815	3.82814010569159	4.80981200102515	4.45649745312421
ENSRNOG00000004306	299510	Zbtb39	1.99278148486484	1.88531095013343	1.8538599437598	1.91041980830444
ENSRNOG00000004305	304883	Abl2	2.61574026640161	2.42017901152778	2.52103543038766	2.49968272976813
ENSRNOG00000004304	302678	Syap1	4.47492489847263	4.60550350998198	4.6348262154923	4.56138886377965
ENSRNOG00000008480	58981	Kcnab3	0.10256173150876	0.0306113963434971	0.0660188180736772	0.108268712142359
ENSRNOG00000008481	362384	Reep1	2.92677170697522	3.1008951069746	3.01899058130988	3.00375841724935
ENSRNOG00000008482	362138	Rbms1	5.07556081713596	4.95048025739627	4.98795082812103	4.94665585612345
ENSRNOG00000008484	690155	Pdcl	3.63305812231186	3.65936646428303	3.65829399379792	3.69535751918733
ENSRNOG00000012138	307779	Rbmxl1	5.47704983137221	5.52947993299805	5.4398940303237	5.48374028680735
ENSRNOG00000012137	689046	Ccdc84	2.13652317053363	2.31574148632589	2.02033750116918	2.22136391430264
ENSRNOG00000008489	366461	Ppih	4.40862446458214	4.43752987119083	4.50976146557842	4.56181105839112
ENSRNOG00000012134	25722	Scn4a	0.0513922249068504	0.0610555321726222	0.0597433822603877	0.0502722935045806
ENSRNOG00000023650	360915	Cops4	5.75210980280575	5.77997806326309	5.82551048990963	5.79160205647921
ENSRNOG00000061506	287511	Olr1512	0	0	0	0
ENSRNOG00000061508	363466	Reps2	0.918259365025142	0.958898760202781	0.949241932254216	0.827759921830259
ENSRNOG00000032529	288798	Olr920	0	0	0	0
ENSRNOG00000032521	100911348	Olr597	0	0	0	0
ENSRNOG00000003078	289181	Dcaf6	4.17217215381169	4.26014676667508	4.16475763909668	4.15575772737243
ENSRNOG00000043289	100125368	LOC100125368	1.35666617124208	1.45412322794679	1.49344163560032	1.40434096867609
ENSRNOG00000003070	192263	Pigl	2.02545175342625	2.12448018924078	2.12434690817294	1.98826021508458
ENSRNOG00000003071	364033	Vamp4	2.88934322182494	2.87546484381365	2.94670585209246	2.95344247788162
ENSRNOG00000003073	289180	Gpr161	1.62387052139292	1.31701833624615	1.51771558220341	1.42230029366716
ENSRNOG00000003075	288092	Tmem39a	4.18650800993769	4.02042467851299	4.23958479821018	4.21684248066576
ENSRNOG00000003076	288771	Rbms2	5.81472563632432	5.80061389513721	5.80574356791347	5.85760599665007
ENSRNOG00000007769	362849	Marchf2	5.23103313004782	5.22971674543979	5.23178948255999	5.23537838631497
ENSRNOG00000043286	498972	Cpne2	2.97142334370343	3.17180314436508	2.88069071614403	2.96067728598285
ENSRNOG00000007763	116552	Plod1	5.08675970155932	4.9287403014845	4.99285155141264	4.89841014151053
ENSRNOG00000007764	252858	Frmd4b	1.1258412816987	1.254029454238	1.20672901409365	1.18150895480169
ENSRNOG00000007765	295691	Frzb	0.813610554573358	0.994650269302247	0.84462058225616	0.959600832678155
ENSRNOG00000007766	302557	Pqbp1	4.7156960148513	4.85315005974378	4.83513548321828	4.77165396340129
ENSRNOG00000042271	192255	Ubb	8.95732959270377	8.97330438109478	8.94190189002541	8.88125353452992
ENSRNOG00000013668	297339	Capg	5.73182767726816	5.99262035771949	5.71609793299095	5.75071605535912
ENSRNOG00000013669	363131	Pik3r4	2.76569918250484	2.68295899765517	2.69318341425132	2.62970205551472
ENSRNOG00000025715	170714	Dynlrb1	7.25016895777807	7.3588788854307	7.39311561492919	7.44932074851003
ENSRNOG00000025716	366468	Lsm10	3.07962383877238	3.31692686188095	3.08056481611741	3.20836089913501
ENSRNOG00000025711	499770	Spout1	3.2473459374921	3.25679477764134	3.21577036355457	3.23561137216217
ENSRNOG00000025710	307660	Ces5a	0	0	0	0
ENSRNOG00000025713	690140	LOC690140	0	0	0	0
ENSRNOG00000013663	308602	Tmem86a	2.14901586305673	2.1984596964141	2.24404127841936	2.23968151582627
ENSRNOG00000006419	311299	Aven	4.05913841497595	4.089316631328	4.12788961055686	4.15121113965652
ENSRNOG00000006418	311580	Samhd1	3.044565079848	2.12433743118118	2.78252594086944	2.46925910178273
ENSRNOG00000006410	171026	Akap5	3.18147973223273	3.6368553209646	3.12675641611616	3.14780435370158
ENSRNOG00000006412	171159	Zhx1	3.30906703269964	3.22051277992547	3.38982438809266	3.33520778195624
ENSRNOG00000006415	295896	Olr694	0	0	0	0
ENSRNOG00000041299	100314203	Mir881	0	0	0	0
ENSRNOG00000002309	364069	Hlx	1.52997705960125	1.27442010373453	1.42156585460463	1.41037703679874
ENSRNOG00000002301	56042	Uso1	5.61513904726206	5.53109950827002	5.67044213345665	5.62000483359798
ENSRNOG00000002303	117052	Kcnj12	1.90028875861072	1.99256958758866	1.87622425242776	1.84966423126036
ENSRNOG00000002302	289596	Corin	0.397536339796002	0.563796018107149	0.440675600449806	0.618245956977936
ENSRNOG00000002305	60577	Slc15a2	0.29479485202018	0.305167718142732	0.313398344452883	0.274914240190136
ENSRNOG00000002304	103693341	Tnfrsf13b	0	0	0	0
ENSRNOG00000024445	302953	Slx4	2.51903853925516	2.4410850742699	2.46912421928616	2.40013058131794
ENSRNOG00000057231	100312982	Ddx3	3.95477640288127	3.97840287547246	4.12728327234068	3.99675921561962
ENSRNOG00000005828	287280	Skp1	7.85285533302424	7.98314847598036	7.9895783363367	8.00848537560801
ENSRNOG00000005825	25211	Lyz2	5.44182888994805	5.42244783920648	5.58412209697873	5.53720399449409
ENSRNOG00000058724	305244	Thap6	2.33972467540939	2.35734038465765	2.34607847153391	2.41996693655386
ENSRNOG00000005826	314532	RGD1562420	5.80974543412951	5.94099094950001	5.89284051730902	5.91652682554148
ENSRNOG00000005823	314713	Utp20	3.1926522526302	3.0190832091254	3.10098244643371	3.0853374542251
ENSRNOG00000042980	303068	Adam19	6.6770079394348	6.47197540369259	6.6471460922277	6.7278969503023
ENSRNOG00000030316	685868	Otogl	0	0	0	0
ENSRNOG00000030314	192243	Golgb1	3.35998943122509	3.15519905536562	3.2308658466639	3.2501242873766
ENSRNOG00000038165	679552	Pjvk	0	0	0	0.0552309933603841
ENSRNOG00000038166	299194	Ptgr2	4.53071399309103	4.72505625934576	4.60321913506032	4.65606575650865
ENSRNOG00000030318	140595	Gpr83	0	0	0	0
ENSRNOG00000038160	192234	Eif2b5	4.47156924382544	4.49943723520038	4.49219162980994	4.49726279040618
ENSRNOG00000057926	691030	LOC691030	0	0	0	0
ENSRNOG00000057924	502758	Olr437	0	0	0	0.0127296371051608
ENSRNOG00000057929	405939	Olr531	0	0	0	0
ENSRNOG00000000812	294231	RGD1302996	2.87122107816573	2.97814770697174	2.90997025331039	2.8550649311608
ENSRNOG00000000811	24678	Pkib	0.217139097282862	0.195893027246026	0.241090528494507	0.200556830752056
ENSRNOG00000000816	361790	Ppp1r18	4.83801832639739	4.80915650927098	4.7942165961719	4.82166712421059
ENSRNOG00000000815	294422	Smpdl3a	3.79704746191527	3.52607097193736	3.88257511016952	3.685666898843
ENSRNOG00000000814	80841	Fabp7	0	0	0	0
ENSRNOG00000000818	361791	Nrm	3.10627125812718	3.19251071950577	3.20475725381535	3.33578495710041
ENSRNOG00000013201	300988	Tex264	5.2669469979368	5.27773113686376	5.24152657901867	5.30452133912506
ENSRNOG00000049298	100909595	LOC100909595	2.59465726191204	2.90163119135198	2.722169287353	2.65974982296133
ENSRNOG00000049297	499158	Ccdc179	0	0	0	0
ENSRNOG00000049292	404858	Olr590	0	0	0	0
ENSRNOG00000036416	114483548	Mir709	0	0.216931345887023	0	0.437106972563485
ENSRNOG00000036417	100314262	Mir181d	0	0	0	0
ENSRNOG00000036413	100314218	Mir328	0	0	0	0
ENSRNOG00000037371	679600	Xaf1	5.26133467109898	3.71612646191213	4.88463257500109	4.29159463570779
ENSRNOG00000003899	287701	Krt14	0.573997689841886	1.63939223166674	0.965514129381363	0.738070580534906
ENSRNOG00000003893	303059	Ccnjl	0.438873166885443	0.567722065060078	0.522935701011022	0.57167057813314
ENSRNOG00000003890	89825	Nap1l1	7.17524008072602	7.11690200933249	7.26093017072945	7.29862717739641
ENSRNOG00000003897	29393	Col1a1	10.7705227773892	10.4215871579339	10.6861835708519	10.6899936122566
ENSRNOG00000003895	54289	Rgs1	1.63017320822361	1.39779190327958	1.77060642386591	1.35623227043315
ENSRNOG00000031197	302470	F8	1.74667305803877	1.74154626222671	1.66941115672649	1.68755870179303
ENSRNOG00000031194	405054	Olr1431	0	0	0	0
ENSRNOG00000054782	24675	Ppp3cb	5.05988221318393	5.00786712127611	5.06239402339747	5.04056243412732
ENSRNOG00000054784	689858	Magea4	0	0	0	0
ENSRNOG00000052839	405202	Olr1739	0	0	0	0
ENSRNOG00000049121	359727	Bysl	5.29282565287794	5.30063741160211	5.21309952439969	5.24025934255386
ENSRNOG00000049124	103689985	Mylk4	0	0	0	0
ENSRNOG00000049125	684539	LOC684539	0	0	0	0
ENSRNOG00000049127	684800	Smap1	4.80203626186094	4.76984729312278	4.75952013463067	4.77156601376809
ENSRNOG00000049129	404844	Olr633	0	0	0	0
ENSRNOG00000035563	100314159	Mir181b2	0.242500724348614	0	0.237564365451615	0.129165726187248
ENSRNOG00000046967	287314	Olr1416	0	0	0	0
ENSRNOG00000046966	100526566	Mir3085	0	0	0	0
ENSRNOG00000046963	300552	Olr1227	0	0	0	0
ENSRNOG00000046962	688297	Pde6g	0	0	0	0.129165726187248
ENSRNOG00000035560	100314158	Mir150	0	0	0	0
ENSRNOG00000048651	84423	Nrtn	2.02008677171792	2.39257703308769	2.0226922857649	2.33587010158387
ENSRNOG00000042274	498959	Fbxo31	2.97519425004857	3.02836541291421	2.94559020298858	2.97380645566992
ENSRNOG00000042276	501550	Trappc2	3.51352657341816	3.76820053105614	3.74427005832363	3.73370357904718
