Ensembl_GeneID	Entrez_GeneID	HGNC_GeneSymbol	Inhi_GeneExpression_log2FPKM	Prec_GeneExpression_log2FPKM	ScrInhi_GeneExpression_log2FPKM	ScrPrec_GeneExpression_log2FPKM
ENSRNOG00000010410	24794	Serpina3c	0	0	0	0
ENSRNOG00000010417	362240	Nol4l	2.35358173699346	2.30848696923791	2.30901138238831	2.31127286767477
ENSRNOG00000010415	362726	Atxn7l1	1.64941066163376	1.69291142169614	1.59142205400775	1.57910251163877
ENSRNOG00000010418	290705	Nek1	1.45415976849936	1.52084325542917	1.55074029122985	1.52139283596169
ENSRNOG00000008981	501083	Pdcd6ip	5.39699415361061	5.26840708472525	5.36001400051852	5.26478630399489
ENSRNOG00000008980	296840	Rbm48	2.15287510714416	2.09333678359332	2.11380597738394	2.20605338491127
ENSRNOG00000002843	60665	Cxcl6	2.90105889472963	1.25692482436402	2.37371769696587	3.00516058614052
ENSRNOG00000026488	497943	Gltpd2	1.30639168232928	1.35643476493717	1.47207314104463	1.33689766627056
ENSRNOG00000033700	368084	Bud23	3.81573111309132	3.85296634708109	3.82140363943417	3.83687283663353
ENSRNOG00000033703	689713	LOC689713	0	0	0	0
ENSRNOG00000033704	301610	Olr1344	0	0	0	0
ENSRNOG00000033706	308562	Klk14	0.0897339583035973	0	0	0.119957623211928
ENSRNOG00000061230	50687	L1cam	0.0376608818124624	0.0644920836678471	0.0474475410759064	0.0498502802969604
ENSRNOG00000061231	498398	Selenom	6.80881488501898	7.11914692573202	6.87258797139758	6.98863554958139
ENSRNOG00000061236	108348298	Rsl1d1l1	0	0	0	0
ENSRNOG00000061237	25430	Dio1	0	0	0	0
ENSRNOG00000061238	315294	Wnt10b	0.179617440177518	0.199615264954917	0.130257252048536	0.0827445458431567
ENSRNOG00000060727	100314062	Mir292	0	0	0	0
ENSRNOG00000060725	293318	Olr171	0	0	0	0
ENSRNOG00000027540	365903	Fam102b	2.55726648151071	2.3812841074963	2.469002477578	2.39641250089375
ENSRNOG00000060729	288364	Qtrt2	1.1445012228941	1.13319886417993	1.38541805352334	1.05757352058354
ENSRNOG00000060728	64158	Tuba1a	8.92157733587744	9.07564868332794	9.05319550605392	9.09883274902487
ENSRNOG00000025689	313917	Abhd1	1.24575026780231	1.34147555142016	1.29794350814608	1.25730372478888
ENSRNOG00000025687	498836	LOC498836	0	0	0	0
ENSRNOG00000034164	289395	Cr2	0	0	0	0
ENSRNOG00000034168	685068	Gemin7l1	3.27750205622804	3.51896507526405	3.37498427554417	3.40215259360385
ENSRNOG00000034169	366112	Olr705	0	0	0	0
ENSRNOG00000001058	29635	Timm44	5.48495696206958	5.4905479986877	5.46102897035738	5.54647675190839
ENSRNOG00000001059	288482	Usp42	2.18667988799635	2.18911680039173	2.14843196069362	2.09117168463765
ENSRNOG00000001050	27137	Eif2ak1	4.10533563438102	3.9074564663897	4.04517300414891	4.08517676376435
ENSRNOG00000001052	361074	Slc25a30	4.32800397566398	4.13765246423812	4.29884673360867	4.41742885014573
ENSRNOG00000001053	65165	Tmed2	7.66367348004983	7.55710528239888	7.71877633367975	7.71881279246768
ENSRNOG00000001055	304469	Rilpl1	4.65106941827399	4.78951237149465	4.57730767452436	4.64499850271642
ENSRNOG00000001056	304204	Snapc2	3.21589798703684	3.34827001439815	3.28989084824992	3.36204265011644
ENSRNOG00000001057	29145	Ctxn1	1.52837018801788	1.94559984579471	1.54796717260257	1.50583224882907
ENSRNOG00000014297	24771	Sdc4	5.8449904172903	5.11847106122507	5.57865620764542	5.44633800721323
ENSRNOG00000014290	24414	Grm1	0.00636201241081155	0	0	0.0103045628560015
ENSRNOG00000014291	100362548	Elp3	5.00113635789278	5.09638169243468	5.04210631592843	4.99013389744619
ENSRNOG00000014293	364952	Nkd1	1.07437573535702	1.30776452887707	1.01715256980638	1.17150168655998
ENSRNOG00000039704	363761	Olr1538	0	0	0	0
ENSRNOG00000055356	300643	Olr1341	0	0	0	0
ENSRNOG00000030424	405022	Olr1350	0	0	0	0
ENSRNOG00000030426	100364116	LOC100364116	5.89723328881483	5.88316697728192	6.00414896179802	5.95159821352935
ENSRNOG00000026196	296836	Lrrd1	0.0164526976973381	0.0325400216003225	0.0349277921864446	0.0170368695149468
ENSRNOG00000026195	689725	LOC689725	0	0	0	0
ENSRNOG00000028556	304579	Usp30	2.48633079246326	2.46847578521254	2.45509294707302	2.49919023149296
ENSRNOG00000028557	301384	Hibch	3.50854923733963	3.59043851419777	3.53114205271336	3.58193793307503
ENSRNOG00000016032	301345	Cnnm3	2.6561812580975	2.49535552774237	2.55120740544251	2.66073371109559
ENSRNOG00000006806	500281	Setmar	0.934124331376183	0.962999585881456	0.971729891277533	0.945774985907785
ENSRNOG00000006807	24190	Aldob	0	0	0	0
ENSRNOG00000006804	683514	Ppp1r42	0.040723496952191	0	0.0884553563972468	0.0763834591075416
ENSRNOG00000006802	500280	Lrrn1	0	0	0.00793626262412946	0.0116906192269636
ENSRNOG00000006803	295690	Dnajc10	5.31656436226356	5.36973473239749	5.49372541053712	5.52219871937718
ENSRNOG00000006800	362518	Pgap4	2.96117592733805	3.15538316453054	2.96792523082193	3.15946032539418
ENSRNOG00000009722	303241	Chd3	4.02177340702327	4.16478540868162	3.90654872844928	3.99135310634278
ENSRNOG00000009723	29390	Ptpmt1	4.43445967274207	4.47506363389284	4.53645773883851	4.54744460626584
ENSRNOG00000000091	103691556	LOC103691556	1.56982788558674	1.53374050793956	1.56544617641542	1.56167824871345
ENSRNOG00000009726	171571	Grip2	0.670325504854813	0.785680767833927	0.622240791648965	0.733104549596248
ENSRNOG00000000096	65144	Pdzk1	0	0	0	0
ENSRNOG00000000095	362003	Gpr89b	4.30965759092126	4.37627740218914	4.33651119485137	4.37817309091609
ENSRNOG00000000098	362002	Rnf115	6.37884164813099	6.42450961166477	6.46550614334157	6.42107364628785
ENSRNOG00000032869	689947	Crygf	0	0	0	0
ENSRNOG00000055079	361894	Ndufaf2	2.46876828138764	2.70325157341497	2.55687078824675	2.70361925262986
ENSRNOG00000055078	24307	Cyp4b1	0.0349614182322694	0.0451913765895848	0.0228889363595815	0.0298687269132208
ENSRNOG00000003541	81746	Pggt1b	3.81533577438606	3.71489138669478	3.7003712841084	3.7779027899485
ENSRNOG00000003542	287097	Hcfc1r1	6.72840755524275	7.0429529516875	6.8624939269784	6.96108764008423
ENSRNOG00000003543	302619	Gpr143	0	0	0	0
ENSRNOG00000003544	303399	Tbx4	0.112245491993428	0.0938580688012411	0.0696738376156864	0.105567765771591
ENSRNOG00000003545	360853	Uchl5	3.89089271980411	3.85008965897969	3.8151858380634	3.8204673835477
ENSRNOG00000003546	302965	Tnfrsf12a	8.20782876017974	8.43395923617532	8.20773834010643	8.26043089964386
ENSRNOG00000003549	685814	Cnpy2	5.98347111570663	5.98451778178956	6.00356324389195	6.01128007940016
ENSRNOG00000031203	54350	Scfd1	5.04781278263372	4.98894439900195	5.15595538864009	5.0741851441368
ENSRNOG00000040136	681766	Stpg4	0	0	0	0
ENSRNOG00000032133	474169	Rnase2	0	0	0	0
ENSRNOG00000032135	688925	LOC688925	0.408561018748222	0.436019500229612	0.473078953698346	0.450319520126595
ENSRNOG00000032134	301011	Uqcrc1	7.86950799257882	8.04553826638654	7.88425667061273	7.93633672901425
ENSRNOG00000032136	313838	Cdc42ep3	6.09133203159965	6.32263980388112	6.2273703287926	6.2675307961668
ENSRNOG00000024411	359725	Cbr4	2.82412057040785	2.85994857553472	2.90509450303332	3.00863834366125
ENSRNOG00000038132	312102	Vsig4	0	0	0	0.0818383874182987
ENSRNOG00000007049	305589	Bcl11a	2.03077763405577	2.06180038348269	2.0064569245336	1.91309761352936
ENSRNOG00000007048	171337	Rap1b	7.23887204305841	6.81579961178766	7.21833195293479	7.18934385910838
ENSRNOG00000018775	100363310	Cystm1	6.1637038690773	6.34525648633258	6.14270050611019	6.24019537425807
ENSRNOG00000018774	100911847	LOC100911847	10.411102159984	10.5866240045491	10.4000595732512	10.5519130260955
ENSRNOG00000018773	361473	Mtrf1l	2.89860927509692	3.05023910068618	2.9816178592065	2.90079698108483
ENSRNOG00000018770	492821	Pmaip1	3.94495455676833	3.9649789556603	4.07749457796749	3.92480973129802
ENSRNOG00000007041	312382	Abcg2	0.876399166144342	1.01217968881678	0.954342588631303	1.09538943344194
ENSRNOG00000007040	500655	Timm17a	6.85371628310136	7.02389746617848	6.88968867038194	6.93248623595102
ENSRNOG00000008091	499914	Gins1	3.7461043767601	3.77382977359672	3.85621891835653	3.91990743307636
ENSRNOG00000038130	641620	Defb51	0	0	0	0
ENSRNOG00000007044	311613	L3mbtl1	0	0	0	0
ENSRNOG00000008095	25231	Onecut1	0	0	0	0
ENSRNOG00000018778	363058	Cadm1	3.87744549365284	3.41981728725047	3.87870980078909	3.88330833164324
ENSRNOG00000038891	498355	Grxcr1	0	0	0	0
ENSRNOG00000038896	367994	Upk3bl1	0	0	0	0
ENSRNOG00000019791	361442	Sipa1l2	4.92426812639697	4.94892047426792	4.85276089843612	4.86302845719873
ENSRNOG00000019794	308919	Ovch2	0	0	0	0
ENSRNOG00000017282	170908	Tesk2	1.38720596727718	1.32074377546576	1.38100225834293	1.37227418785795
ENSRNOG00000019798	287155	Stub1	6.6909743949074	6.7761335693664	6.67305632432069	6.76651562605142
ENSRNOG00000008548	100360940	LOC100360940	3.18504366181886	3.24741451950605	3.15900133671157	3.24951432068277
ENSRNOG00000008544	288752	B3gnt4	0.015471357784236	0.0153147247538064	0.016648142570065	0.0411238269187915
ENSRNOG00000008546	297334	Mrpl35	4.57943671751679	4.75451866027058	4.69343897252675	4.74898119590036
ENSRNOG00000008543	290354	Pdlim2	3.65075956979562	4.06758015485815	3.90013236091654	3.96400410299472
ENSRNOG00000046473	108348071	NEWGENE_735020	0	0	0	0
ENSRNOG00000046472	503165	Arfgap3	4.61944793142704	4.51428495979953	4.6073317306097	4.61352803685952
ENSRNOG00000002632	288770	Naca	6.26455140435922	6.34985667856386	6.31089908315835	6.33180964893981
ENSRNOG00000002635	497857	Dexi	4.12153150221142	4.21246479917814	4.11998913018818	4.11152149509663
ENSRNOG00000046476	29174	Ctsj	0	0	0.0543269493758358	0.107238722056295
ENSRNOG00000046475	104795669	Mir148a	0	0	0	0.117656320107885
ENSRNOG00000002636	81632	Abat	0.0500884127706539	0.0499137602661996	0.0354617482828585	0.0705955296689836
ENSRNOG00000046479	363333	Chaf1a	3.93469043636972	3.77164442046413	3.88675783194605	3.91084310668978
ENSRNOG00000046478	102466624	Mir6324	0	0	0	0
ENSRNOG00000019424	292875	Aspdh	0.180901705229555	0.164866380398135	0.185628529825582	0.0733637033456936
ENSRNOG00000019425	100359937	LOC100359937	4.87796342316368	4.95540059272926	4.92194178033839	4.9899226351026
ENSRNOG00000019426	293058	Ramac	4.50572425132974	4.56833493541238	4.51479938717764	4.56109327200291
ENSRNOG00000019427	292706	Tescl	0.0516011097096836	0.102166689723006	0.130972066062157	0.0275332420448438
ENSRNOG00000006398	314537	Abcb5	0	0	0	0
ENSRNOG00000019423	83721	Dvl1	3.81449382967721	3.93446567293034	3.80739013037695	3.75606751131625
ENSRNOG00000006397	53949	Chrm5	0	0	0	0
ENSRNOG00000006394	360968	Tbc1d10a	3.12832555183031	3.15476120369637	3.11805063775499	3.16057156791815
ENSRNOG00000006395	502689	Tldc2	0	0	0	0
ENSRNOG00000006392	25019	Xrcc6	3.56740783150892	3.60205476692454	3.61105037167587	3.68478323540878
ENSRNOG00000006393	299638	Sirt6	4.00067105258423	4.14063499602503	3.88094468705308	3.93150444268128
ENSRNOG00000006391	312398	Smarcad1	3.49343191272902	3.58977376428716	3.52837852758211	3.54507044166772
ENSRNOG00000000778	499401	Znrd1as1	1.03217439345965	1.27642708635625	1.10558989966807	1.07375016565859
ENSRNOG00000000779	361784	Znrd1	3.94984279761245	3.94161353179575	3.91565121283869	3.8992538450749
ENSRNOG00000000777	294228	RT1-S3	7.1545722348136	5.70792645971921	6.69566374026337	6.28561303279085
ENSRNOG00000000774	81657	Gabbr1	3.41922279062168	3.47005041950809	3.30635037530243	3.33728685561502
ENSRNOG00000000775	24558	Mog	0.0426149676306202	0.080539062014034	0.114774828456328	0.101186910131896
ENSRNOG00000015616	114705	Rgs14	0.192258288276955	0.315615158754153	0.0986293193866317	0.193173113285055
ENSRNOG00000038275	57022	Adam4	0.262161989058333	0.232320051107821	0.240432143357391	0.169677228556981
ENSRNOG00000012176	84590	Rab27b	1.18395318784608	0.874146786086444	1.22321881421197	1.16507938228284
ENSRNOG00000026226	313370	Hook1	1.35489801693695	1.56478192385806	1.48168823882799	1.45292299092248
ENSRNOG00000006024	405947	Olr630	0	0	0	0
ENSRNOG00000006025	305078	Lamb3	5.34803398953177	5.48219462267352	5.39065971639958	5.4013860330324
ENSRNOG00000006027	114859	Eif2ak4	1.91588465524066	1.92240062761977	1.87546802001718	1.88756588449847
ENSRNOG00000006028	362980	Tubgcp6	2.24703691579167	2.05981674614544	2.19219746325397	2.08928266828839
ENSRNOG00000011892	246235	Slc36a2	0	0	0	0
ENSRNOG00000056753	309514	Hectd2	2.91825313322692	2.97022044350193	3.08271393470555	2.89074234077551
ENSRNOG00000056752	689519	LOC689519	0.47627358212398	0.500244601018356	0.518073579980815	0.430892592286539
ENSRNOG00000056750	295884	Olr678	0	0	0	0
ENSRNOG00000056756	81634	Actn1	7.97685513190025	8.20658474636834	7.98629077730096	7.97313057478645
ENSRNOG00000036934	499913	Abhd12	4.17905798608132	4.20339641002053	4.20493859966362	4.12264227737967
ENSRNOG00000006741	288907	Podnl1	0.189010875052511	0.477736748106075	0.235843764829717	0.248940233444533
ENSRNOG00000029401	25365	Actg2	5.06204701133687	6.09883374622146	5.32316325104036	5.41532071193081
ENSRNOG00000012763	365465	Cwf19l1	3.60255839391585	3.51653135828473	3.63028250140662	3.53473235179659
ENSRNOG00000012760	361990	Chtop	5.23551138186089	5.25385198353959	5.24702496153248	5.24850377485046
ENSRNOG00000012761	311833	Ak8	0	0	0	0
ENSRNOG00000012767	364601	Micu3	2.00499955367927	2.11758096504962	2.02751378045176	2.06258968497575
ENSRNOG00000012764	362300	Agap3	3.35256438932484	3.29818405229854	3.24795887834848	3.30107274517469
ENSRNOG00000029408	317274	Mageb16	0	0	0	0
ENSRNOG00000015939	361059	Ccdc25	4.21382683468236	4.21038682292025	4.17065173841981	4.21188151810995
ENSRNOG00000016587	25338	Ninj1	6.42543164009333	6.18334939060844	6.39997737068032	6.24034898603171
ENSRNOG00000015932	293888	Plgrkt	3.61579294790433	3.60695622734658	3.7472734400511	3.66879778856121
ENSRNOG00000057086	102549803	LOC102556148	0.128073433416089	0.0968053693503128	0.132314289392643	0.117418275675505
ENSRNOG00000057087	103694730	LOC103694730	0	0	0	0
ENSRNOG00000057089	103691744	LOC103691744	2.01249173683494	2.05321128556311	2.13449636258296	2.09961932567802
ENSRNOG00000027533	311934	Ns5atp4	0.113729459897054	0.169124517300572	0.202605105772624	0.149553709507236
ENSRNOG00000015168	365238	LOC365238	0.0274409390071021	0	0	0.0288124947419598
ENSRNOG00000019857	58979	Gng7	0.0679666166920741	0.133027828029987	0.123993302316286	0.110313962381116
ENSRNOG00000001551	94271	Atp5pf	7.68402164559971	7.88874122876558	7.86940320063748	7.89042343729316
ENSRNOG00000017272	361883	Mrps27	4.27051748098858	4.3037955336819	4.27054626572692	4.2595502423337
ENSRNOG00000001555	54230	Btg3	5.64980780654731	5.64272463570127	5.7524843640454	5.70537022679823
ENSRNOG00000018281	291103	Uqcrfs1	8.09877528304486	8.30548587442754	8.14972646788236	8.23075623149623
ENSRNOG00000001557	89843	Cxadr	4.76496031634597	4.73683371675328	4.73923006987391	4.77745269452395
ENSRNOG00000001559	288150	Mtx2	5.90023098629257	5.97992066615988	5.95942322294509	5.9529022977859
ENSRNOG00000015685	500899	Mfsd3	2.40264767236612	2.39125314807563	2.37838931712292	2.43508995065281
ENSRNOG00000017279	298552	Tmem50a	6.42619722858904	6.3908834953767	6.39174973137643	6.4986434597416
ENSRNOG00000015682	297025	Kel	0	0	0	0
ENSRNOG00000050369	499967	Cct8l1	0.140409793087844	0.0915419913124378	0.157647218225637	0.0686785531424851
ENSRNOG00000042888	292044	Cdyl2	1.9449783386482	1.9735739907465	1.8709957127357	1.93092659893596
ENSRNOG00000042889	367308	Alpg	0	0	0	0
ENSRNOG00000042886	691531	Rps28	9.05338256734103	9.24125006450118	9.1947974906245	9.30345581308505
ENSRNOG00000042884	682974	Hsd3b3	0	0.0261123800534592	0	0.0359265871837179
ENSRNOG00000050363	366362	Olr838	0	0	0	0
ENSRNOG00000050364	100526585	Mir3569	0	0	0	0
ENSRNOG00000001111	360254	Brca2	1.35526615360484	1.22831648431754	1.31676575239462	1.29817524767539
ENSRNOG00000018289	117287	Park7	5.98344865908137	6.06101147276933	6.00453870710059	6.11167971776176
ENSRNOG00000018288	116464	Ncoa6	3.39622178694524	3.14884624894965	3.35027135020432	3.33196730900546
ENSRNOG00000001113	304301	Mmd2	0	0	0	0.0217801702032554
ENSRNOG00000001117	678726	Fbxl18	0.795641902470691	0.779832441381465	0.740486621338131	0.7831727038758
ENSRNOG00000043311	296468	Birc7	0	0	0	0
ENSRNOG00000054063	100910872	Naa80	3.20969476459033	3.24035615926153	3.2020621150411	3.08931786786214
ENSRNOG00000051015	301132	Cd70	0	0	0	0
ENSRNOG00000051016	100911241	Spink9	0	0	0	0
ENSRNOG00000057734	100909671	LOC100909671	0	0	0	0
ENSRNOG00000011305	29361	Sox10	0.0870009942200024	0.058966584845131	0.0613880934316998	0.00783011285501444
ENSRNOG00000011307	290533	Slmap	6.3062436240272	6.66815970329339	6.60962626162914	6.60592831385051
ENSRNOG00000011306	337868	Myod1	0.0236636264909937	0.226518207434762	0	0
ENSRNOG00000011300	307582		0.805150232830807	1.21410953155303	0.899440380181997	0.875541419453114
ENSRNOG00000017751	293551	Arl6ip1	6.05993224348724	5.7207486809092	6.12136007470845	6.16641308323315
ENSRNOG00000011308	309331	Uhrf2	4.00809390156902	3.93308095992826	3.92680090816826	4.01547618761639
ENSRNOG00000017753	308415	Ercc2	2.89295886171436	2.52407687506085	2.85416290977698	2.82104829977143
ENSRNOG00000007725	501706	Mis12	4.44678503566619	4.50893275324196	4.61817435054892	4.56568509415547
ENSRNOG00000007727	353230	Lhfpl4	0	0	0	0
ENSRNOG00000008912	366163	Aqr	4.2034496707214	4.05344743591037	4.16194006098687	4.11763223183701
ENSRNOG00000045821	641603	Slc41a3	3.26417038748803	3.2087002149731	3.13951572846918	3.27543897741153
ENSRNOG00000016659	292126	Habp2	0	0	0	0.0328191147780482
ENSRNOG00000045829	445442	Thbs1	9.34141039880642	9.49772895263968	9.24728551935124	9.26356390335459
ENSRNOG00000016653	246217	Ngef	1.03066427813412	1.26793717075463	1.03071838676647	1.21449616409337
ENSRNOG00000016656	309389	Nkx2-3	0	0	0	0
ENSRNOG00000016654	50577	Galr1	0	0	0	0
ENSRNOG00000016655	117265	Pex6	2.06882863101412	1.95346132412549	1.99925460089906	1.93127002797121
ENSRNOG00000060529	494299	Vom1r110	0	0	0	0
ENSRNOG00000060528	29717	Cacna1g	4.0221367679954	4.03611833983162	4.06395248689268	4.00788452299023
ENSRNOG00000023943	304266	Gbp1	5.58734725956371	3.21351356180136	5.05234075056138	4.20038988419077
ENSRNOG00000023946	298147	Dmac1	3.96744899299315	4.11387827291308	3.94931684674585	3.94293584240596
ENSRNOG00000022015	311886	Cntrl	1.95140520624456	1.85127435508174	1.93536416834054	1.91318334678807
ENSRNOG00000022014	288700	Rab35	5.10598555647406	5.01775139547782	5.03890275429249	5.0851796753122
ENSRNOG00000022012	500598	Tnfrsf18	0.0728551171935062	0.0526916019344823	0.0586633258494602	0
ENSRNOG00000060296	102556295	LOC102556295	0	0	0	0
ENSRNOG00000060293	691001	Ndufa3	7.20341008228524	7.37674965408637	7.4520708692256	7.46457491244463
ENSRNOG00000060292	100911622	LOC100911622	0	0	0	0
ENSRNOG00000015109	290802	Ubxn8	2.2547201683828	2.30895745647797	2.29693764278915	2.36632219043037
ENSRNOG00000047468	680045	LOC680045	0	0.126910624952831	0	0.189655217913647
ENSRNOG00000015101	25677	Mak	0.0213778366716988	0	0	0
ENSRNOG00000047466	24225	Bdnf	1.01131570924193	1.07085443188015	1.06331001937065	1.16526817322461
ENSRNOG00000015105	64027	Bspry	0.0800376406499713	0.0907882321724633	0.0738138763901725	0.0996442239135288
ENSRNOG00000043378	680440	Nkpd1	0.0886923227897664	0.0626146321108236	0.0555463553044625	0.0190908184070705
ENSRNOG00000043370	654496	Fubp1	5.13533435190648	5.14316809557356	5.16527997524121	5.25465716279571
ENSRNOG00000043377	83791	Fdps	5.97200276679161	6.17016369702962	6.22975820058062	6.28283409426863
ENSRNOG00000043375	100363178	Tmigd3	0	0	0.0272628508480225	0.0280270970223365
ENSRNOG00000043374	360851	RGD1566099	2.42568957868819	2.33912185598961	2.32375611982923	2.50494514924865
ENSRNOG00000021096	308593	Tmem143	2.39317351039503	2.47252047345549	2.35668017359101	2.38336890183944
ENSRNOG00000021097	29135	Hpn	0	0.279431949038067	0.0732452438014038	0.187484281547152
ENSRNOG00000021095	116831	Fxyd3	0.19225177008646	0.263407822164354	0.18827259175692	0.543037641619125
ENSRNOG00000021092	310662	Scnm1	3.74720623001896	3.76621766657062	3.94705650397751	3.8628559555933
ENSRNOG00000021093	292916	Syngr4	0.222289908835681	0.374423792466755	0.24409748097849	0.307102344729468
ENSRNOG00000021090	24701	Pygm	6.15509383807501	6.4096505977999	6.18249841751801	6.22658885829951
ENSRNOG00000021091	316022	Trank1	0.140945037855202	0.0945634921370643	0.115980816156777	0.116648295906997
ENSRNOG00000021098	361714	Rasgrp2	1.26733605046438	1.33705163004152	1.37398848967486	1.30825442538337
ENSRNOG00000021099	499671	Lysmd1	2.6609864765352	2.69717963928714	2.71455111546069	2.6969449429427
ENSRNOG00000020325	294019	Calhm2	3.41544406456609	3.53260367569093	3.54953605898903	3.56023619787651
ENSRNOG00000020322	316628	Asb1	1.57848547132485	1.634884543142	1.59939648531407	1.51503084508203
ENSRNOG00000020321	290235	Nop9	3.80775846438199	3.76263196066643	3.77539851392251	3.81147185701316
ENSRNOG00000051847	686748	LOC686748	0	0	0	0
ENSRNOG00000058940	498650	Rab11fip1	1.83538263330009	1.80655910148115	1.83213728433971	1.82773355591075
ENSRNOG00000058943	287002	Olr1082	0	0	0	0
ENSRNOG00000058497	79122	Fdxr	1.77995023805502	2.0971677227304	1.7690735641719	1.823854368513
ENSRNOG00000058498	100912596	LOC100912596	2.61532549835798	2.56744524177926	2.34877607728068	2.27308709326409
ENSRNOG00000053574	679346	Tarbp1	1.41404926310382	1.45159632385977	1.38927631509089	1.40227923374572
ENSRNOG00000005624	367832	Zfx	3.22677592914423	3.23655964832537	3.35454550422048	3.36655030574342
ENSRNOG00000021637	245957	Ddx46	5.30711986095308	5.31926268365674	5.25259231431539	5.27971924596604
ENSRNOG00000021638	300033	Eef1d	6.64357222874772	6.75117936409671	6.66876239260959	6.69968620127982
ENSRNOG00000050003	688392	Vom2r49	0	0	0	0
ENSRNOG00000050002	316403	Mars2	1.91543274216379	1.87390892548227	1.75922489975815	1.78278961773408
ENSRNOG00000049858	103692126	LOC100911622	0	0	0	0
ENSRNOG00000050007	102465162	Mir6327	0	0	0	0
ENSRNOG00000050006	24182	Agtr2	0	0	0.0245320542024082	0.0237899564819211
ENSRNOG00000050009	404878	Olr527	0	0	0	0
ENSRNOG00000049855	102554637		0	0	0	0
ENSRNOG00000049856	100361660	Zfp617	1.64752728491386	1.60585299452414	1.76281004169717	1.67161329529126
ENSRNOG00000049850	108348075	LOC108348075	0	0	0	0
ENSRNOG00000049851	304922	Fmo6	0	0	0	0
ENSRNOG00000049853	100912526	Rtl9	0.105307918447693	0.0915284629245179	0.0994704642982343	0.0730777692100348
ENSRNOG00000058235	100910896	LOC100910896	0	0	0	0
ENSRNOG00000059720	24804	Syp	0.04781340312817	0	0	0
ENSRNOG00000004288	287593	Ptrh2	3.9831919899601	4.11969881732913	4.00855953811808	4.07300966883335
ENSRNOG00000004282	29308	Arl4a	3.5860746763578	3.68554453451817	3.57735412781807	3.76458165768658
ENSRNOG00000004283	287462	Camta2	2.80239218853299	2.79255578333561	2.7367558820712	2.75784501465857
ENSRNOG00000004280	64365	Tcn2	4.05738018503962	4.11664732862355	4.17109677524377	4.15369371470809
ENSRNOG00000004281	305497	Cobl	3.01464145510834	2.61494092400469	3.1080353301603	3.08584911226813
ENSRNOG00000004287	288924	Wdr83	3.16962145273858	3.24403570983553	3.16012668556693	3.21854060264371
ENSRNOG00000004284	29618	Btg1	6.53653803983479	6.31750661876437	6.4473851635326	6.54827579196991
ENSRNOG00000023007	315979	Col6a6	0.294641382545272	0.19180048176249	0.181294799992409	0.143256391541353
ENSRNOG00000023005	681325	LOC681325	0.563794047369351	0.377562733002888	0.584046587769323	0.466460924998528
ENSRNOG00000060597	170933	Syf2	5.40939573610962	5.44860362649236	5.34281588992151	5.45624529932299
ENSRNOG00000023008	690880	Fam131c	0.553986942280181	0.87604823477913	0.39123895706637	0.450244830805257
ENSRNOG00000048817	501582	Gspt2	1.15780862526592	1.10100364560748	1.12389030582411	1.08813063983588
ENSRNOG00000048812	24404	Gpx1	7.81844579695357	8.22157253175497	7.932592940659	7.98150497015553
ENSRNOG00000048810	293232	Olr91	0	0	0	0
